"","user.self","sys.self","elapsed","user.child","sys.child"
"copy_to_time",0.0240000000000009,0.004,0.0309999999999988,0,0
"kernel_time",0.199999999999999,0.132,0.331999999999999,0,0
"copy_from_time",0.00399999999999956,0.004,0.00600000000000023,0,0
