"","user.self","sys.self","elapsed","user.child","sys.child"
"copy_to_time",0,0.004,0.00300000000000011,0,0
"kernel_time",0.048,0,0.0490000000000013,0,0
"copy_from_time",0,0,0.00100000000000122,0,0
