"","user.self","sys.self","elapsed","user.child","sys.child"
"copy_to_time",0.00400000000000134,0,0.00400000000000134,0,0
"kernel_time",0.0440000000000005,0,0.0419999999999998,0,0
"copy_from_time",0,0,0.00100000000000122,0,0
