"","user.self","sys.self","elapsed","user.child","sys.child"
"copy_to_time",0.00399999999999956,0,0.00300000000000011,0,0
"kernel_time",0.0440000000000005,0.004,0.0459999999999994,0,0
"copy_from_time",0,0,0.00100000000000122,0,0
