"","user.self","sys.self","elapsed","user.child","sys.child"
"copy_to_time",2.244,0.392,2.64,0,0
"kernel_time",16.825,12.324,29.148,0,0
"copy_from_time",0.407999999999998,0.251999999999999,0.658000000000001,0,0
