"","user.self","sys.self","elapsed","user.child","sys.child"
"copy_to_time",0.00799999999999912,0,0.00699999999999967,0,0
"kernel_time",0.0679999999999996,0.004,0.0750000000000011,0,0
"copy_from_time",0,0,0.000999999999999446,0,0
